,participant,original_text,text,label
5262,2, can you provide your student email id,can you provide your student email,send_email_team
5263,2, can help you with a student discounted price,can help you with student discount price,like_project_month
5264,1, This is my student email ID,this be my student email,send_email_team
5265,2, and please provide your email id,and please provide your email,click_address_email_password
5266,2, 12 months access for 72000/-,month access for,like_project_month
5267,2, student discounted price is 48000/-,student discount price be,discount_price_student
5268,2, 90 days refund policy is not applicable on students disocunt,day refund policy be not applicable on student disocunt,refund_refund_day
5270,2, and if you are enrolling now i can add my employee discount also,and if you be enrol now can add my employee discount also,add_discount_employee
5271,1," Ok, Thank you for the information. As the amount is high so I will not enroll now. I need to plan it accordingly.",ok thank you for the information as the amount be high so will not enroll now need to plan it accordingly,like_project_month
5273,1, Is there plan for 3 months,be there plan for month,pay_subscription_month
5274,2, 25000/- but the one on one sessions are limited,but the one on one session be limit,session_session_gmeet
5275,2, only 5 sessions,only session,session_session_gmeet
5276,2, with 12 months its unlimitted,with month its unlimitte,pay_subscription_month
5279,2, Each of the 240+ projects have the following -,each of the project have the following,following_project_monnth
5280,2, every month we add 15 to 20 projects,every month we add to project,like_project_month
5281,1, If I enroll now I can pay in EMI right.12 month EMI option,if enroll now can pay in emi right month emi option,pay_card_emi_cost
5284,2, total amt will be converted into emi on your credit /debit card,total amt will be convert into emi on your credit debit card,pay_card_emi_cost
5285,1, That is fine,that be fine,ok_laptop_fine_thank
5286,2, so would you like to go for a 12 month plan,so would you like to go for month plan,pay_subscription_month
5288,2, my employee discount is 2000/-,my employee discount be,add_discount_employee
5289,2, so 46000 with 12 no cost emi,so with no cost emi,pay_card_emi_cost
5291,2, our team will send you the payment link and connect with you.,our team will send you the payment link and connect with you,pay_link_payment_time
5297,1, How much should I pay for next 12 months subscription?,how much should pay for next month subscription,pay_subscription_month
5299,1, is $30 cashback one time?,be cashback one time,like_project_month
5301,2, are you enrolling now,be you enrol now,enrol_course_student
5302,2, we have a promo going on,we have promo go on,help_discount_price
5303,2, 150$ cash back,cash back,like_project_month
5304,1, I'm considering now...,consider now,like_project_month
5305,2, which will get credited  back to your card in 24 hours,which will get credit back to your card in hour,use_card_credit
5307,2, shall i give you the discounted link,shall give you the discount link,help_discount_price
5308,1, thanks.,thank,thank_thank_ohkk
5310,2, give me a minute,give I minute,time_time_tomorrow_pm
5311,2, dont have the exact link,do not have the exact link,share_link_thse
5312,2, will provide you 40$ cash back,will provide you cash back,like_project_month
5313,2, will ask raji to drop an email to you,will ask raji to drop an email to you,send_email_team
5314,2, regarding this,regard this,like_project_month
5315,1, Link suggests Up-front payment over 12 months. $790 per year.  Can I get more discount ?  I'm okay to pay full year up-front payment...,link suggest up front payment over month per year can get more discount okay to pay full year up front payment,pay_subscription_month
5316,2, we dont provide  installments,we do not provide installment,provide_trial_platform_demo
5317,2, 780$  is for 12 months access,be for month access,access_access_month
5318,2, since you got that offer please process because that offer is valid till today,since you get that offer please process because that offer be valid till today,help_discount_price
5319,1, Could you please share a link at $600 for 12 months? then I can make a payment now.,could you please share link at for month then can make payment now,pay_link_payment_time
5320,2, Jerry the current price is 980$,jerry the current price be,like_project_month
5321,2, what the max i can do is 689$ which is student discounted price,what the max can do be which be student discount price,discount_price_student
5322,1," yes, I'm now enrolled in northwestern univ. Student discount works for me.",yes now enrol in northwestern univ student discount work for I,like_project_month
5326,1, thank you for your help.,thank you for your help,thank_anjali_help_time
5327,2, please process the payment,please process the payment,pay_link_payment_time
5328,2, you will be having an on boarding call followed by your enrollment,you will be have an on boarding call follow by your enrollment,enroll_projectpro_today_process
5329,1, Complete. I'm now enrolled.,complete now enrol,enroll_projectpro_today_process
5334,1, Thanks Anjali,thank anjali,thank_anjali_help_time
5337,1, I am masters in data science student,be master in data science student,look_project_data_science
5340,1, Searching for data science dissertation projects,search for data science dissertation project,look_project_data_science
5341,1, I mean topic,mean topic,like_project_month
