participant,original_text,text,label,label_number,type
1,please discount as much as possible,please discount much possible,discount,5,Response
2,sure ... will apply our employee credits as well,sure apply employee credit well,cost_discussion,2,Response
1,Thank You,thank,agree,4,Response
1,"my name is  and I am currently working on a data science project, I need to come up with a data science project idea, select a data set, transform and clean it, conduct analysis, and select and build an appropriate model to explain and predict future behaviour",name currently work data science project need come data science project idea select data set transform clean conduct analysis select build appropriate model explain predict future behaviour,client_info,6,Query
1,could you please give me some ideas on a beginner level data science project example and how I can retrieve the data?,could please give idea beginner level data science project example retrieve datum,project_want,8,Query
1,I am currently a master's student in Business Analytics,currently master student business analytic,client_info,6,Query
1,"and my background was in Risk Management, data science is a new field for me",background risk management datum science new field,client_info,6,Query
2,we have projects which you can  access,project access,project_want,8,Response
1,so I dont know much about data science yet,know much datum science yet,client_info,6,Query
2,For accessing our services you need to enroll with us,access service need enroll,project_information,1,Response
1,could you provide me with a data science project idea for beginner?,could provide data science project idea beginner,project_want,8,Query
1,what is the demo about may i know?,demo may know,trial_demo_discussion,3,Query
1,what is included in the demo?,include demo,trial_demo_discussion,3,Query
2,demo will give you a walk thorough on the projects platform,demo give walk thorough project platform,trial_demo_discussion,3,Response
1,how long does it take?,long take,trial_demo_discussion,3,Query
1,play,play,trial_demo_discussion,3,Response
1,I will attend the demo,attend demo,trial_demo_discussion,3,Response
2,ok what time woyuld you recoomend ?,ok time woyuld recoomend,project_information,1,Query
2,The price for your project is too high,price project high,cost_discussion,2,Response
2,is anyway i can get a better deal?,anyway get well deal,discount,5,Query
2,I am just trying to do small project for learning,try small project learn,project_want,8,Response
2,Is Hadoop project but basically for learnin,hadoop project basically learnin,project_want,8,Query
2,"but if you enroll now, we can get you a deal for $ 960",enroll get deal,cost_discussion,2,Response
2,I don't need up to a year,need year,cost_discussion,2,Response
2,is just 3 months project i need it for,month project need,cost_discussion,2,Response
2,we do not have any plans for 3 omnths,plan omnth,cost_discussion,2,Response
2,That is not the issue,issue,cost_discussion,2,Response
2,or else we have collaboration with Affirm  for monthly part payment options,else collaboration affirm monthly part payment option,cost_discussion,2,Response
2,I just need a little time for my learning don't really care about refund,need little time learning really care refund,refund_info,9,Response
2,so for that .. you can enroll.. use the platform to learn .. if you want cancel within 3 months,enroll use platform learn want cancel within month,project_information,1,Response
2,How much is the part payment for a month?,much part payment month,cost_discussion,2,Query
2,what is the link for Affirm monthly part payment?,link affirm monthly part payment,cost_discussion,2,Query
2,for that .. we can send you the link once you update your details ...in that link then you will get themmonthky amount,send link update detail link get themmonthky amount,enrollment,7,Response
2,use the above link for affirm part payment options,use link affirm part payment option,cost_discussion,2,Response
2,I will be charged $960 a month?,charge month,cost_discussion,2,Query
2,no its 960 for 12 months.,month,project_information,1,Response
2,you need to enter your details ... and based on your credit history there will be monthly .. quarterly and 6- month part payment plans,need enter detail base credit history monthly quarterly month part payment plan,cost_discussion,2,Response
2,so how mcuh monthly payment will be?,mcuh monthly payment,cost_discussion,2,Query
2,You will come to know about the monthly payment details once you enter your information in the link ... there is a small apr attached to it as well,come know monthly payment detail enter information link small apr attach well,cost_discussion,2,Response
2,It is asking to left the freeze on my credit and i did but keep asking me over and over again,ask left freeze credit keep ask,cost_discussion,2,Query
2,please try to refresh the page .... update all the details again,please try refresh page update detail,cost_discussion,2,Response
2,I did over 3 times and o open edge to do it there but still getting the same error,time open edge still get error,enrollment,7,Query
2,please try using any other account/ card  if possible,please try use account card possible,cost_discussion,2,Response
1,i have just started my data engineering journey,start datum engineering journey,client_info,6,Query
1,how far it will helpful after doing my theoritical course,far helpful theoritical course,project_information,1,Query
1,alright,alright,agree,4,Response
1,do u provide live session also,provide live session also,project_information,1,Query
1,and whats the fees,fee,cost_discussion,2,Query
1,can we keep this for friday evening,keep friday evening,trial_demo_discussion,3,Query
2,we have discount offers going on for today and tomm,discount offer go today tomm,discount,5,Response
1,84k,ok,agree,4,Response
2,is it possible for a session either today or tomm,possible session either today tomm,trial_demo_discussion,3,Query
1,you mean right,mean right,cost_discussion,2,Response
2,you can also pay thru a 12 month no cost emi,also pay thru month cost emi,cost_discussion,2,Response
